# --------------------------------------------------------------------------------------------------------
# Contents:
# The soil profile id for each map id of the Dutch Soil Map.
#
# Source:
# Download the Dutch Soil Map at https://bodemdata.nl/files/download/Levering-BRO-SGM-V2025-01_1.zip.
# This file can is table "soilarea_normalsoilprofile" in the file "BRO-SGM-DownloadBodemkaart-V2025-01_1.gpkg".
# "V2025-1..soilarea.00000" was removed of each maparea_id to reduce storage size.
# Date downloaded: 2026-01-16
# --------------------------------------------------------------------------------------------------------
maparea_id,normalsoilprofile_id
42672,2130
42683,2130
42684,2130
42855,2130
42098,2020
42678,2130
42679,2130
42686,2130
42857,2130
42860,2130
42865,2130
43297,2140
42898,2130
43672,9013010
42695,2130
42698,2130
42937,2130
42478,2030
42702,2130
42722,2130
42102,2020
42716,2130
42719,2130
43112,2130
42738,2130
43327,2140
43333,2140
43349,1310
43607,1310
43390,2081
43399,2140
42961,2130
42968,2130
43404,2081
42972,2130
43117,2130
42973,2130
42974,2130
42975,2130
43406,2081
43408,2081
43417,2140
43421,2140
42979,2130
42982,2130
43430,1310
43119,2130
42988,2130
42990,2130
42994,2130
43003,2130
43134,2130
43108,2130
43009,2130
43020,2130
43431,1310
43427,1310
43439,1310
43442,1310
43128,2140
43151,2130
43448,1310
43964,10270
43452,1310
43456,1310
43470,1310
43514,1310
43515,1310
43023,2130
43479,1310
43502,1310
43378,2140
43040,2130
43047,2130
43065,2130
43506,1310
43509,1310
43512,1310
43521,1310
43061,2130
43076,2140
43085,2130
43179,2130
43089,2130
43092,2130
43104,2140
43110,2130
43817,2090
43180,2130
43839,2090
43850,2081
43852,2081
43856,2090
43886,2081
43528,1310
43537,1310
43543,1310
43551,2081
43583,1310
43592,2081
43892,2081
43185,2130
43602,1310
43603,1310
43606,1310
43611,2080
43625,1310
43635,2140
43653,9023010
43659,9023010
43702,9023010
43732,2080
43746,2080
43749,2080
44457,10240
48287,90110186
43758,2080
43783,2090
43768,2080
44790,10240
43770,2081
43791,2080
43802,2090
43216,2130
44814,11070
44815,11070
43806,2080
44825,10240
44823,10240
45093,10240
45350,8060
45377,8060
45714,8060
46211,8060
46552,8060
46749,9018090
44830,11070
47204,9018090
44831,11070
48836,90210186
48079,90110186
47589,9028090
47600,9028090
47862,9028090
47890,9028090
47961,9018090
47970,8100
48036,90210186
48115,90110186
48123,8110
48264,90110186
48283,90210186
48383,90110186
51962,10200
47243,9028090
47308,9028090
48696,90210186
48710,10200
52694,9024090
48844,11060
48899,90111050
48906,90111050
48908,10200
49259,90111050
48983,90111040
49089,90111040
49132,90111040
49150,90211040
49172,10290
48404,90210186
48434,15120
52450,15400
52462,1260
48551,10186
49470,1270
49489,11051
43228,2131
51089,2120
49512,1270
49193,11060
49305,90211050
49376,90211050
49391,1270
49523,1260
49568,1270
49583,90111050
49590,1250
49610,2040
49637,1260
49642,1260
49659,1260
49669,1250
49411,1270
49426,1270
49867,2040
43286,2130
43288,2130
43256,2131
49689,1250
49716,1250
49717,1250
49728,1250
49691,1250
49696,1250
49926,2040
43261,2130
49941,2040
49990,2040
49987,2040
52027,8060
52465,1260
50048,2040
50081,2040
49732,1250
49748,1250
49783,1250
49772,1250
49778,1250
50082,2040
50090,2040
49801,1250
50096,2040
50097,2040
51711,15200
49808,1250
49813,1250
50157,2040
50181,2040
49828,1250
49833,1250
49869,2040
50166,2040
50186,2040
50187,2040
49870,2040
49908,2040
43263,2130
50320,2040
52494,3040
52539,8030
50422,2040
50192,2040
50411,2040
50200,2040
50214,2040
50228,2040
50236,2040
50432,2040
50444,2040
50491,2040
50504,2050
50520,2120
50237,2040
50588,2050
50598,2050
50243,2040
50249,2040
43675,9013010
50606,2050
51332,1270
50707,2050
52014,10240
50740,2050
50286,2040
50769,2120
50777,2120
50792,2120
50802,2120
52211,8060
50906,2120
50934,2120
50951,2120
43270,2130
50953,2120
50955,2120
50855,2120
50956,2120
50999,2120
50856,2120
50857,2120
52212,8070
51037,2120
52355,2010
50893,2120
50900,2120
51120,90115270
51144,2120
51146,2120
51166,2120
51173,2120
51047,2120
51058,2120
52358,2110
43271,2130
51384,2121
51393,90115270
51402,2121
51437,1281
51450,2015
51492,4015
43273,2130
51498,1265
51508,1250
43284,2130
51579,15340
51600,15220
51627,1170
51684,1290
51775,1260
51781,1080
51890,2120
51884,2110
51902,1150
51999,10240
52018,90210186
52245,2010
52263,2010
52303,9028090
52387,4040
52444,90115270
52455,15140
52516,8060
52585,2110
52701,9024090
52762,9024090
52787,9024010
52790,10110
52807,90210186
52817,10240
52836,8060
52845,9034010
53014,16040
53147,16201
53194,16201
53200,2080
54151,17060
53719,17060
53743,8030
53758,10230
53881,1130
53887,16201
51214,2120
52217,8060
51267,2120
51282,2125
43310,2130
51270,2120
53916,1020
53940,1220
53958,9024090
54126,8060
54132,10240
54144,17020
54189,90216260
51271,2120
51286,2120
51296,2125
54212,9014010
07148,2081
51316,2120
51334,2125
43307,2130
07590,9018040
17961,9024010
06494,1281
06562,1281
12215,13020
18976,9024010
19002,9024010
19940,4030
19941,4030
07149,2081
09904,9024090
09905,9024090
11954,15200
02894,1290
07591,9028040
08226,5020
05916,90215430
08427,15260
06382,1281
06387,1281
12056,15350
12068,13030
07352,9028040
47707,9028090
14278,90115490
18335,9034010
10379,9024120
10724,9014120
10725,9024120
10726,9024120
10807,9014120
16797,9024010
12081,15350
07353,9028040
12126,13040
12208,15140
23241,1350
44130,10270
44131,10270
07351,9028040
08406,5020
08410,5020
07391,9028040
07392,9028040
07393,9028040
08405,5020
51336,4045
51346,12020
10377,9024120
10378,9014120
12069,13030
44127,10270
44128,10270
44129,10270
44178,9013020
08407,5020
08408,5020
08409,5020
44340,11070
44341,11070
45222,11070
44342,11070
08841,4170
47260,9028090
48272,10241
48273,10241
47252,9028090
09885,9024090
09886,9024090
06277,90115430
06278,90215430
09254,9024090
06279,90215430
06280,90215430
09309,9014090
09111,9024090
10371,9014120
07492,9028040
07740,9028040
11155,4130
16728,9014010
11339,3040
11340,3040
09380,9024090
15945,4140
09892,9024090
07684,9018040
07747,9028040
16729,9014010
15800,4140
16833,9014010
14823,3011
10837,9024120
10838,9024120
09952,9024090
09953,9024090
09954,9014090
09113,10110
09216,9024090
07385,9028040
14946,3030
09882,9024090
06039,15120
09883,9024090
12207,13020
10956,9024120
05388,2110
06177,16140
08839,4170
08840,4170
08872,9024090
48215,10251
48650,90210186
48651,90210186
09215,9024090
09133,9024090
06281,90215430
06416,10240
07141,8030
08287,15300
08288,15300
08289,90215430
08290,90215430
09112,9014010
09284,9024090
16628,9024010
10949,9024120
15246,3011
15371,4140
15402,4140
09895,9014090
14883,3030
09285,9024090
09286,9024090
14884,3030
15728,4150
09946,9024090
07383,9028040
07550,9028040
09217,9014090
09238,9014090
07315,8030
10246,4110
07384,9028040
08544,15420
09884,9024090
06276,90215430
17188,9024010
17986,9024010
07493,9018040
12206,13020
11629,3040
07685,9028040
11993,15160
12008,15350
07686,9018040
09760,4100
06886,1100
10452,9024120
11652,3040
09804,9024090
13611,9014020
